st_co,CRCT_ST_CO,GEOID,DRY1997NUM,DRY1997CAL,HOG1997NUM,HOG1997CAL,BRL1997NUM,BRL1997CAL,LAY1997NUM,LAY1997CAL,ALL1997AU,COW2002NUM,COW2002CAL,DRY2002NUM,DRY2002CAL,HOG2002NUM,HOG2002CAL,BRL2002NUM,BRL2002CAL,LAY2002NUM,LAY2002CAL,ALL2002AU,COW2007NUM,COW2007CAL,DRY2007NUM,DRY2007CAL,HOG2007NUM,HOG2007CAL,BRL2007NUM,BRL2007CAL,LAY2007NUM,LAY2007CAL,ALL2007AU,COW2012NUM,COW2012CAL,DRY2012NUM,DRY2012CAL,HOG2012NUM,HOG2012CAL,BRL2012NUM,BRL2012CAL,LAY2012NUM,LAY2012CAL,ALL2012AU,COW2017FAC,COW2017NUM,COW2017CALC,DRY2017FAC,DRY2017NUM,DRY2017CAL,HOG2017FAC,HOG2017NUM,HOG2017CAL,BRL2017FAC,BRL2017NUM ,BRL2017CAL,LAY2017FAC,LAY2017NUM,LAY2017CAL,ALL2017AU
New Mexico_Dona Ana,NewMexico_DonaAna,35013,37769,N, ,N, ,N,399467,Y,6696.683, ,N,32632,Y, ,N, ,N,507454,Y,46127, ,N,52671,N, ,N, ,N,614133,Y,73634,,N,43380,N,,N,,N,,N,58622,,,,10,32050,n,,,,,,,,,,42145.75
New Mexico_Eddy,NewMexico_Eddy,35015,21130,N, ,N, ,N, ,N,2852.55, ,N,17773,N, ,N, ,N, ,N,24018, ,N,12731,N, ,N, ,N, ,N,17204,,N,11500,N,,N,,N,,N,15541,,,,3,9196,n,,,,,,,,,,12092.74
New Mexico_Grant,NewMexico_Grant,35017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Guadalupe,NewMexico_Guadalupe,35019, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Harding,NewMexico_Harding,35021, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Hidalgo,NewMexico_Hidalgo,35023, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Lea,NewMexico_Lea,35025,10455,N, ,N, ,N, ,N,1411.425, ,N,30301,Y, ,N, ,N, ,N,40947, ,N,18014,Y, ,N, ,N, ,N,24343,,N,26712,Y,,N,,N,,N,36097,,,,8,33963,n,,,,,,,,,,44661.345
New Mexico_Lincoln,NewMexico_Lincoln,35027, ,N, ,N, ,N, ,N,0,6423,Y, ,N, ,N, ,N, ,N,5634,7952,Y, ,N, ,N, ,N, ,N,6975,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Los Alamos,NewMexico_LosAlamos,35028, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Luna,NewMexico_Luna,35029, ,N, ,N, ,N, ,N,0,12847,Y,2331,Y, ,N, ,N, ,N,14419,7952,Y,3603,Y, ,N, ,N, ,N,11844,6270,Y,2671,Y,,N,,N,,N,9110,1,6900.142857,y,2,5875.862069,y,,,,,,,,,,13778.18391
New Mexico_McKinley,NewMexico_McKinley,35031, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Mora,NewMexico_Mora,35033, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Otero,NewMexico_Otero,35035, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Quay,NewMexico_Quay,35037, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Rio Arriba,NewMexico_RioArriba,35039, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Roosevelt,NewMexico_Roosevelt,35041,30189,N, ,N, ,N, ,N,4075.515, ,N,56505,N, ,N, ,N, ,N,76358,15905,Y,60208,N, ,N, ,N, ,N,95314,,N,50925,N,,N,,N,,N,68818,,,,22,64634.48276,y,,,,,,,,,,84994.34483
New Mexico_San Juan,NewMexico_SanJuan,35045,1440,Y, ,N, ,N, ,N,194.4,6423,Y, ,N, ,N, ,N, ,N,5634, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_San Miguel,NewMexico_SanMiguel,35047, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,7952,Y, ,N, ,N, ,N, ,N,6975,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Sandoval,NewMexico_Sandoval,35043, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Santa Fe,NewMexico_SantaFe,35049, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Sierra,NewMexico_Sierra,35051,2879,Y, ,N, ,N, ,N,388.665, ,N,4662,Y, ,N, ,N, ,N,6300, ,N,3603,Y, ,N, ,N, ,N,4869,,N,2671,Y,,N,,N,,N,3610,,,,1,2937.931034,y,,,,,,,,,,3863.37931
New Mexico_Socorro,NewMexico_Socorro,35053,4270,N, ,N, ,N, ,N,576.45, ,N,16316,Y, ,N, ,N, ,N,22049, ,N,10809,Y, ,N, ,N, ,N,14607,,N,13356,Y,,N,,N,,N,18048,,,,5,14689.65517,y,,,,,,,,,,19316.89655
New Mexico_Taos,NewMexico_Taos,35055, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Torrance,NewMexico_Torrance,35057, ,N, ,N, ,N, ,N,0, ,N,2331,Y, ,N, ,N, ,N,3150,7952,Y,1801,Y, ,N, ,N, ,N,9409,6270,Y,2671,Y,,N,,N,,N,9110,,,,1,2937.931034,y,,,,,,,,,,3863.37931
New Mexico_Union,NewMexico_Union,35059, ,N,1000,Y, ,N, ,N,110,62717,N, ,N, ,N, ,N, ,N,55015,55198,N, ,N, ,N, ,N, ,N,48419,18810,Y,,N,,N,,N,,N,16500,5,34500.71429,y,,,,,,,,,,,,,30257.12643
New Mexico_Valencia,NewMexico_Valencia,35061,4181,N, ,N, ,N, ,N,564.435,6423,Y,4662,Y, ,N, ,N, ,N,11934,7952,Y,7206,Y, ,N, ,N, ,N,16713,6270,Y,9600,N,,N,,N,,N,18473,,,,4,6960,n,,,,,,,,,,9152.4
New York_Albany,NewYork_Albany,36001, ,N, ,N, ,N, ,N,0,3700,N, ,N, ,N, ,N, ,N,3246,798,Y, ,N, ,N, ,N, ,N,700,3200,N,1146,Y,,N,,N,,N,4356,1,861.25,y,1,1177.125,y,,,,,,,,,,2303.235625
New York_Allegany,NewYork_Allegany,36003,700,Y,2334,Y, ,N, ,N,351.24, ,N,1931,Y,2385,Y, ,N, ,N,2871, ,N,1848,Y,5867,Y, ,N, ,N,3142,,N,2293,Y,2724,Y,,N,,N,3398,,,,2,2354.25,y,,,,,,,,,,3095.83875
New York_Bronx,NewYork_Bronx,36005, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Broome,NewYork_Broome,36007,1401,Y, ,N, ,N, ,N,189.135,3000,N,1931,Y, ,N, ,N, ,N,5241, ,N,1848,Y, ,N, ,N, ,N,2497,,N,2293,Y,,N,,N,,N,3098,,,,3,3456,n,,,,,,,,,,4544.64
New York_Cattaraugus,NewYork_Cattaraugus,36009,2700,N, ,N, ,N, ,N,364.5, ,N,3037,N, ,N, ,N, ,N,4104, ,N,3906,N, ,N, ,N, ,N,5278,,N,6688,N,,N,,N,,N,9038,,,,6,6874,n,,,,,,,,,,9039.31
New York_Cayuga,NewYork_Cayuga,36011,11343,N,8235,N, ,N, ,N,2437.155,828,Y,16965,N,2385,Y, ,N, ,N,23914,798,Y,22084,N,2934,Y, ,N, ,N,30866,2700,N,25536,N,2724,Y,,N,,N,37176,1,861.25,y,19,34926,n,,,,,,,,,,46683.00625
New York_Chautauqua,NewYork_Chautauqua,36013,3116,N, ,N, ,N, ,N,420.66, ,N,3703,N, ,N, ,N, ,N,5004, ,N,4656,N, ,N, ,N, ,N,6292,,N,5829,N,,N,,N,,N,7877,,,,10,7910,n,,,,,,,,,,10401.65
New York_Chemung,NewYork_Chemung,36015, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Chenango,NewYork_Chenango,36017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,924,Y, ,N, ,N, ,N,1249,,N,1146,Y,,N,,N,,N,1549,,,,2,2354.25,y,,,,,,,,,,3095.83875
New York_Clinton,NewYork_Clinton,36019,2855,N, ,N, ,N,282987,Y,1517.373, ,N,4507,N, ,N, ,N,316289,Y,7356, ,N,6030,N, ,N, ,N,422565,Y,9839,639,Y,9116,N,,N,,N,387650,Y,14430,,,,10,11508,n,,,,,,,1,446931.8333,y,16920.74733
New York_Columbia,NewYork_Columbia,36021,3355,N, ,N, ,N, ,N,452.925, ,N,3795,N, ,N, ,N, ,N,5128, ,N,1848,Y, ,N, ,N, ,N,2497,,N,2474,N,,N,,N,,N,3343,,,,4,4535,n,,,,,,,,,,5963.525
New York_Cortland,NewYork_Cortland,36023,1401,Y, ,N, ,N, ,N,189.135, ,N,2158,N, ,N, ,N, ,N,2916, ,N,2736,N, ,N, ,N, ,N,3697,,N,4133,N,,N,,N,,N,5585,,,,8,6926,n,,,,,,,,,,9107.69
New York_Delaware,NewYork_Delaware,36025,700,Y, ,N, ,N, ,N,94.5, ,N,965,Y, ,N, ,N, ,N,1304,2930,N,924,Y, ,N, ,N, ,N,3819,,N,,N,,N,,N,,N,,,,,2,2354.25,y,,,,,,,,,,3095.83875
New York_Dutchess,NewYork_Dutchess,36027, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,1146,Y,,N,,N,,N,1549,,,,,,,,,,,,,,,,0
New York_Erie,NewYork_Erie,36029,1401,Y, ,N, ,N,282987,Y,1321.083, ,N,4224,N, ,N, ,N,316289,Y,6973, ,N,4889,N, ,N, ,N,422565,Y,8297,,N,5943,N,,N,,N,387650,Y,9582,,,,5,5026,n,,,,,,,1,446931.8333,y,8396.917333
New York_Essex,NewYork_Essex,36031, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Franklin,NewYork_Franklin,36033,700,Y, ,N, ,N, ,N,94.5, ,N,3500,N, ,N, ,N, ,N,4730, ,N,4293,N, ,N, ,N, ,N,5801,,N,6580,N,,N,,N,,N,8892,,,,6,8470,n,,,,,,,,,,11138.05
New York_Fulton,NewYork_Fulton,36035, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Genesee,NewYork_Genesee,36037,7682,N,2334,Y, ,N, ,N,1293.81,828,Y,14821,N,4769,Y, ,N, ,N,21279,798,Y,17522,N,5867,Y, ,N, ,N,25023,3620,N,24514,N,,N,,N,,N,36302,1,861.25,y,16,24444,n,,,,,,,1,446931.8333,y,34686.90358
New York_Greene,NewYork_Greene,36039, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Hamilton,NewYork_Hamilton,36041, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Herkimer,NewYork_Herkimer,36043,700,Y, ,N, ,N, ,N,94.5, ,N,1931,Y, ,N, ,N, ,N,2609, ,N,924,Y, ,N, ,N, ,N,1249,,N,2510,N,,N,,N,,N,3392,,,,3,3125,n,,,,,,,,,,4109.375
New York_Jefferson,NewYork_Jefferson,36045,2410,N, ,N, ,N, ,N,325.35, ,N,8414,N, ,N, ,N, ,N,11370, ,N,12099,N, ,N, ,N, ,N,16350,,N,13302,N,,N,,N,,N,17976,,,,16,18926,n,,,,,,,,,,24887.69
New York_Kings,NewYork_Kings,36047, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Lewis,NewYork_Lewis,36049,1401,Y, ,N, ,N, ,N,189.135, ,N,1931,Y, ,N, ,N, ,N,2609, ,N,6284,N, ,N, ,N, ,N,8492,,N,10857,N,,N,,N,,N,14672,,,,11,14017,n,,,,,,,,,,18432.355
New York_Livingston,NewYork_Livingston,36051,7003,N, ,N, ,N, ,N,945.405,828,Y,9764,N, ,N, ,N, ,N,13921, ,N,17933,N, ,N, ,N, ,N,24234,,N,17824,N,,N,,N,,N,24086,,,,17,24067,n,,,,,,,,,,31648.105
New York_Madison,NewYork_Madison,36053,1401,Y, ,N, ,N, ,N,189.135, ,N,3280,N, ,N, ,N, ,N,4432, ,N,1848,Y, ,N, ,N, ,N,2497,,N,5664,N,,N,,N,,N,7654,,,,4,4204,n,,,,,,,,,,5528.26
New York_Monroe,NewYork_Monroe,36055, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,1,1177.125,y,,,,,,,,,,1547.919375
New York_Montgomery,NewYork_Montgomery,36057,1401,Y, ,N, ,N, ,N,189.135, ,N,1862,N, ,N, ,N, ,N,2516, ,N,2416,N, ,N, ,N, ,N,3265,,N,2969,N,,N,,N,,N,4012,1,861.25,y,6,4421,n,,,,,,,,,,6568.93125
New York_Nassau,NewYork_Nassau,36059, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_New York,NewYork_NewYork,36061, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Niagara,NewYork_Niagara,36063,1401,Y, ,N, ,N, ,N,189.135, ,N,2410,N, ,N, ,N, ,N,3257,798,Y,5501,N, ,N, ,N, ,N,8134,,N,6928,N,,N,,N,,N,9362,,,,5,6674,n,,,,,,,,,,8776.31
New York_Oneida,NewYork_Oneida,36065,700,Y, ,N, ,N, ,N,94.5, ,N,965,Y, ,N, ,N, ,N,1304, ,N,2158,N, ,N, ,N, ,N,2916,,N,3924,N,,N,,N,,N,5303,,,,6,6743,n,,,,,,,,,,8867.045
New York_Onondaga,NewYork_Onondaga,36067,3344,N, ,N, ,N,282987,Y,1583.388, ,N,5666,N, ,N, ,N,632577,Y,10187, ,N,10099,N, ,N, ,N,422565,Y,15337,,N,12144,N,,N,,N,1162950,Y,21063,,,,18,19394,n,,,,,,,4,1787727.333,y,32654.01933
New York_Ontario,NewYork_Ontario,36069,3373,N,3705,N, ,N, ,N,862.905, ,N,4655,N,2385,Y, ,N, ,N,6553, ,N,11701,N,5867,Y, ,N, ,N,16457,,N,10890,N,2724,Y,,N,,N,15016,,,,16,20193,n,1,3325.333333,y,,,,,,,26919.58167
New York_Orange,NewYork_Orange,36071,1401,Y, ,N, ,N,282987,Y,1321.083, ,N,1931,Y, ,N, ,N,316289,Y,3874, ,N,1848,Y, ,N, ,N,422565,Y,4187,,N,1146,Y,,N,,N,387650,Y,3100,,,,,,,,,,,,,1,446931.8333,y,1787.727333
New York_Orleans,NewYork_Orleans,36073, ,N,2334,Y, ,N, ,N,256.74, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,1146,Y,,N,,N,,N,1549,,,,2,2354.25,y,,,,,,,,,,3095.83875
New York_Oswego,NewYork_Oswego,36075, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,1,1177.125,y,,,,,,,,,,1547.919375
New York_Otsego,NewYork_Otsego,36077, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N,1848,Y, ,N, ,N, ,N,2497,,N,1146,Y,,N,,N,,N,1549,,,,1,1177.125,y,,,,,,,,,,1547.919375
New York_Putnam,NewYork_Putnam,36079, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Queens,NewYork_Queens,36081, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Rensselaer,NewYork_Rensselaer,36083,700,Y, ,N, ,N, ,N,94.5, ,N, ,N, ,N, ,N, ,N,, ,N,924,Y, ,N, ,N, ,N,1249,,N,1146,Y,,N,,N,,N,1549,,,,1,1177.125,y,,,,,,,,,,1547.919375
New York_Richmond,NewYork_Richmond,36085, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Rockland,NewYork_Rockland,36087, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Saratoga,NewYork_Saratoga,36091,700,Y, ,N, ,N,282987,Y,1226.448, ,N,2298,N, ,N, ,N,316289,Y,4370, ,N,4221,N, ,N, ,N,422565,Y,7394,,N,6579,N,,N,,N,775300,Y,11992,,,,8,7918,n,,,,,,,1,446931.8333,y,12199.89733
New York_Schenectady,NewYork_Schenectady,36093, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Schoharie,NewYork_Schoharie,36095, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Schuyler,NewYork_Schuyler,36097, ,N,2334,Y, ,N, ,N,256.74, ,N,965,Y, ,N, ,N, ,N,1304, ,N,1848,Y, ,N, ,N, ,N,2497,,N,2293,Y,,N,,N,,N,3098,,,,2,2354.25,y,,,,,,,,,,3095.83875
New York_Seneca,NewYork_Seneca,36099,700,Y,10617,N, ,N, ,N,1262.37,828,Y,965,Y,24962,N, ,N, ,N,4776,3500,N, ,N,22200,N, ,N, ,N,5512,3390,N,,N,15552,N,,N,,N,4685,,,,,,,4,13301.33333,y,,,,,,,1463.146667
New York_St. Lawrence,NewYork_StLawrence,36089,2325,N, ,N, ,N, ,N,313.875, ,N,6834,N, ,N, ,N, ,N,9235, ,N,11545,N, ,N, ,N, ,N,15601,,N,16965,N,,N,,N,,N,22926,,,,14,20646,n,,,,,,,,,,27149.49
New York_Steuben,NewYork_Steuben,36101,700,Y,2334,Y, ,N,282987,Y,1483.188, ,N,2210,N,4769,Y, ,N,316289,Y,4776, ,N,5000,N,6550,N, ,N,422565,Y,9168,1277,Y,7111,N,5448,Y,,N,387650,Y,12880,,,,12,11160,n,1,3325.333333,y,,,,1,446931.8333,y,16828.914
New York_Suffolk,NewYork_Suffolk,36103, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Sullivan,NewYork_Sullivan,36105, ,N, ,N,90909, ,422565,3,1890.2598, ,N, ,N, ,N,,"""", ,2,2729.8002, ,N, ,N, ,N, ,Y, ,2,3580.8002,,N,,N,,N, , , ,3,3301,,,,,,,,,,1,,y,1,446931.8333,y,1787.727333
New York_Tioga,NewYork_Tioga,36107,700,Y, ,N, ,N, ,N,94.5, ,N,965,Y,2385,Y, ,N, ,N,1566, ,N,924,Y, ,N, ,N, ,N,1249,,N,1146,Y,,N,,N,,N,1549,,,,1,1177.125,y,,,,,,,,,,1547.919375
New York_Tompkins,NewYork_Tompkins,36109,1401,Y, ,N, ,N, ,N,189.135, ,N,1931,Y, ,N, ,N, ,N,2609, ,N,3591,N, ,N, ,N, ,N,4853,,N,3662,N,,N,,N,,N,4949,,,,5,5345,n,,,,,,,,,,7028.675
New York_Ulster,NewYork_Ulster,36111, ,N,2334,Y, ,N, ,N,256.74, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Warren,NewYork_Warren,36113, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Washington,NewYork_Washington,36115,2395,N, ,N, ,N,282987,Y,1455.273, ,N,5399,N, ,N, ,N, ,N,7296, ,N,6993,N, ,N, ,N, ,N,9450,,N,8381,N,,N,,N,,N,11326,,,,9,12896,n,,,,,,,,,,16958.24
New York_Wayne,NewYork_Wayne,36117,700,Y,5420,N, ,N,282987,Y,1822.648, ,N,965,Y,2385,Y, ,N,316289,Y,2831, ,N,924,Y,5121,N, ,N, ,N,1812,,N,2293,Y,13621,Y,,N,387650,Y,6147,,,,3,4045,n,3,9153,n,,,,1,446931.8333,y,8113.732333
New York_Westchester,NewYork_Westchester,36119, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New York_Wyoming,NewYork_Wyoming,36121,15234,N, ,N, ,N, ,N,2056.59, ,N,26157,N, ,N, ,N, ,N,35347, ,N,28616,N, ,N, ,N, ,N,38670,,N,31259,N,,N,,N,,N,42242,,,,27,33823,n,,,,,,,,,,44477.245
New York_Yates,NewYork_Yates,36123, ,N,2334,Y, ,N, ,N,256.74, ,N, ,N,4769,Y, ,N, ,N,525, ,N, ,N,5000,N, ,N, ,N,550,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
North Carolina_Alamance,NorthCarolina_Alamance,37001, ,N, ,N,126317,Y, ,N,277.8974, ,N, ,N, ,N,126565,Y, ,N,278, ,N, ,N, ,N,304512,Y, ,N,669,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
North Carolina_Alexander,NorthCarolina_Alexander,37003, ,N, ,N,631586,Y, ,N,1389.4892, ,N, ,N, ,N,632824,Y, ,N,1391, ,N, ,N, ,N,2131584,Y, ,N,4685,,N,,N,,N,4928892,Y,,N,10833,,,,,,,,,,16,2681017.363,y,,,,5898.238198
North Carolina_Alleghany,NorthCarolina_Alleghany,37005, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
North Carolina_Anson,NorthCarolina_Anson,37007, ,N,54722,N,1136855,Y, ,N,8520.501, ,N, ,N,85597,Y,1012518,Y, ,N,11642, ,N, ,N,62580,Y,2588352,Y, ,N,12573,,N,,N,37718,Y,1941685,Y,,N,8417,,,,1,904.375,y,6,55160,n,35,5864725.481,y,,,,20159.24918
North Carolina_Ashe,NorthCarolina_Ashe,37009, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
North Carolina_Avery,NorthCarolina_Avery,37011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
North Carolina_Beaufort,NorthCarolina_Beaufort,37013, ,N,97445,N, ,N, ,N,10718.95, ,N, ,N,80683,N, ,N, ,N,8876, ,N, ,N,70402,Y, ,N, ,N,7745,,N,,N,40388,N,,N,,N,4443,,,,,,,4,35882,n,,,,,,,3947.02
North Carolina_Bertie,NorthCarolina_Bertie,37015, ,N,44175,N,757903,Y, ,N,6526.6366, ,N, ,N,47050,N,1898472,Y, ,N,9348, ,N, ,N,47222,N,3806400,Y, ,N,13561,,N,,N,18859,Y,4630172,Y,,N,12251,,,,,,,2,22038.7907,y,30,5026907.555,y,,,,13483.4636
North Carolina_Bladen,NorthCarolina_Bladen,37017, ,N,755568,N,757903,Y, ,N,84779.8666, ,N, ,N,864940,N,885953,Y, ,N,97100, ,N, ,N,811665,N,2131584,Y, ,N,93977,,N,,N,650537,N,1642964,Y,,N,75177,,,,,,,52,712851,n,15,2513453.777,y,,,,83943.20831
North Carolina_Brunswick,NorthCarolina_Brunswick,37019, ,N,75934,N, ,N, ,N,8352.74, ,N, ,N,74620,N, ,N, ,N,8209, ,N, ,N,77442,N, ,N, ,N,8519,,N,,N,74992,N,,N,,N,8250,,,,,,,12,76240,n,,,,,,,8386.4
North Carolina_Buncombe,NorthCarolina_Buncombe,37021,806,Y, ,N, ,N, ,N,108.81, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
North Carolina_Burke,NorthCarolina_Burke,37023, ,N,5187,Y,126317,Y, ,N,848.4674, ,N, ,N, ,N,126565,Y, ,N,278, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,896162,Y,,N,1970,,,,,,,,,,3,502690.7555,y,,,,1105.919662
North Carolina_Cabarrus,NorthCarolina_Cabarrus,37025, ,N,5187,Y, ,N, ,N,570.57, ,N, ,N,7133,Y, ,N, ,N,785, ,N, ,N,7822,Y,456768,Y, ,N,1865,,N,1046,Y,9430,Y,298721,Y,,N,3108,,,,,,,1,11019.39535,y,1,167563.5852,y,,,,1580.773376
